dep-left-nsubjpass-deps,dep-left-:-tags,dep-left-jjr-tags,dep-right-nnps-tags,concatenated-types,dep-right-advmod-deps,dep-right-appos-deps,dep-left-conj-deps,dep-right-punct-deps,dep-right-nsubjpass-deps,dep-right-dobj-deps,dep-right-advcl-deps,dep-right-rb-tags,dep-right-nn-tags,head-tag,dep-left-dist,dep-left-acomp-deps,dep-right-csubj-deps,dep-left-nnps-tags,dep-right-vbg-tags,dep-left-csubj-deps,dep-left-jjs-tags,dep-left-dative-deps,dep-left-attr-deps,dep-left-advmod-deps,dep-right-vbd-tags,dep-right-:-tags,dep-right-pobj-deps,dep-right-vbn-tags,dep-left-pobj-deps,"dep-left-,-tags",dep-left-poss-deps,dep-left-nsubj-deps,dep-left-prep-deps,dep-left-relcl-deps,dep-right-''-tags,dep-left-ccomp-deps,dep-right-dep-deps,dep-left-punct-deps,dep-left-vbz-tags,ent1-dep,dep-right-vb-tags,dep-left-npadvmod-deps,dep-right-vbz-tags,dep-dist,dep-right-ccomp-deps,dep-left-jj-tags,dep-right-parataxis-deps,dep-right-oprd-deps,"dep-right-,-tags",dep-left-prp-tags,dep-right-md-tags,dep-left-pcomp-deps,dep-right-jj-tags,dep-right-dt-tags,dep-right-agent-deps,ent2-dep,dep-right-xcomp-deps,dep-right-dist,dep-right-npadvmod-deps,dep-left-rb-tags,dep-left-nn-tags,ent2-type,dep-left-det-deps,dep-left-dep-deps,dep-right-nnp-tags,id,dep-left-vbp-tags,dep-right-``-tags,dep-left-vbn-tags,dep-right-pcomp-deps,dep-left-vbg-tags,dep-right-acomp-deps,dep-right-jjs-tags,dep-right-relcl-deps,dep-left-compound-deps,dep-right-poss-deps,dep-left-parataxis-deps,dep-right-in-tags,dep-right-acl-deps,dep-right-nns-tags,dep-right-cd-tags,dep-left-advcl-deps,dep-left-cd-tags,label,dep-left-``-tags,dep-right-attr-deps,dep-right-conj-deps,dep-left-dt-tags,dep-left-xcomp-deps,dep-left-nns-tags,dep-right-nsubj-deps,dep-left-in-tags,dep-left-intj-deps,dep-right-prep-deps,dep-left-oprd-deps,dep-left-amod-deps,dep-left-appos-deps,ent1,dep-right-det-deps,dep-left-vbd-tags,dep-right-nummod-deps,ent2,dep-left-dobj-deps,dep-right-nmod-deps,dep-left-vb-tags,dep-right-compound-deps,dep-right-vbp-tags,dep-left-nnp-tags,sent,dep-left-acl-deps,ent1-type,dep-right-intj-deps,dep-left-agent-deps,dep-left-md-tags,dep-left-nmod-deps 
,,,,PERSONGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,3,,,,,,,,,,,,compound,,0,,,,GPE,,,,1526,,,,,,,,,2,,,,,,,,,LIV,,,,,,,,,,,,,,Mitch McConnell,,,,U.S.,,,,,,2,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,4,,,,,,,,,,,,,,1,,,,1,1,,,,,,compound,,,,7,,,,,,,,,,,,pobj,,2,,,1,GPE,,,2,1526,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,U.S.,,1,,Louisville,1,,,2,,1,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,GPE,,,,
,,,,GPEGPE,,,,,,1,,,1,PROPN,2,,,,,,,,,,1,,1,,,,,,,,,,,,,pobj,,,,7,,,,,,,,,,,,compound,,4,,,,GPE,,,1,1526,,,,,,,,1,2,,,1,,,,,,NON,,,,,,,,,,1,,,,Louisville,,,,U.S.,,,,,,2,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,1,,,,,,compound,,,,6,,,,,,,,,,,,pobj,,2,,,,GPE,,,2,1526,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,U.S.,,1,,Higgins,,,,2,,1,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,2,,,,,,,,,,1,,1,,,,,,,,,,,,,pobj,,,,6,,,,,,,,,,,,compound,,3,,,,GPE,,,1,1526,,,,,,,,1,2,,,1,,,,,,NON,,,,,,,,,,1,,,,Higgins,,,,U.S.,,,,,,2,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,4,,,,,,,,,,,,,,1,,,,1,1,,,,,,nsubj,,,,5,,,,,,,,,,,,pobj,,0,,,1,GPE,,,,1526,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Mitch McConnell,,1,,Louisville,1,,,,,1,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,1,,,,,,nsubj,,,,4,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1526,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Mitch McConnell,,1,,Higgins,,,,,,1,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,PERSON,,,,
,,,,GPEGPE,,,,,,1,,,1,VERB,2,,,,,,,,,,,,1,,1,,,,1,,,,,,,pobj,,,,6,,,,,,,,,,,,pobj,,3,,,,GPE,,,1,1526,,,,,,,,,,,,1,,,,,,NON,,,,,,,,1,,1,,,,Louisville,,,,Higgins,,,,,,1,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,VERB,3,,,,,,,,,,,,1,,1,,,,1,,,,,,,pobj,,,,6,,,,,,,,,,,,pobj,,2,,,1,GPE,,,1,1526,,,,,,,,,,,,1,,,,,,NON,,,,,,,,1,,1,,,,Higgins,,,,Louisville,1,,,,,1,"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",,GPE,,,,
,,,,PERSONGPE,,,,,,1,,,,VERB,1,,,,,,,,,,,,,,,,,1,,,,,,,,dobj,,,,3,,,,,,,,,,,,nsubj,,1,,,,GPE,,,1,1534,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Higgins,,,,Lancaster,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,VERB,4,,,,,,,,,1,,,,,1,,,,1,,,,,,,nsubj,,,,6,,,,,,,,,,,,pobj,,1,,1,,GPE,,,1,1534,,,1,,,,,,,,,,,,,1,,NON,,,,,,,1,1,,,,,,Lancaster,,,,Danville,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,GPE,,,,
,,,,GPEGPE,1,,,,,,1,1,,VERB,1,,,,,,,,,,,,1,1,,,,1,,,,,,,,pobj,,,,6,,,,,,,,,,,,nsubj,,4,,,,GPE,,,1,1534,,,,,,,,,,,,1,,,,,,NON,,,,,,,,,,1,,,,Danville,,,,Lancaster,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,GPE,,,,
,,,,GPEGPE,,,1,,,,,,,VERB,4,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,6,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,1534,,,1,,,,,,,,,,,,,1,,NON,,,,,,,1,1,,,,,,Lancaster,,1,,Louisville,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,GPE,,,,
,,,,GPEGPE,,,,,,,1,,,VERB,1,,,,,,,,,,1,,1,1,,,,1,,,,,,,,pobj,,,,6,,,,,,,,,,,,nsubj,,4,,,,GPE,,,1,1534,,,,,,,,,,,,1,,,,,,NON,,,1,,,,,,,1,,,,Louisville,,,,Lancaster,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,GPE,,,,
,,,,PERSONGPE,,,,,,1,,,,VERB,4,,,,,,,,,1,,,,,1,,,,1,,,,,,,dobj,,,,6,,,,,,,,,,,,pobj,,1,,1,,GPE,,,1,1534,,,1,,,,,,,,,,,,,1,,LIV,,,,,,,,1,,,,,,Higgins,,,,Danville,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,PERSON,,,,
,,,,PERSONGPE,,,1,,,1,,,,VERB,4,,,,,,,,,,,,,,1,,,,1,,,,,,,dobj,,,,6,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,1534,,,1,,,,,,,,,,,,,1,,LIV,,,,,,,,1,,,,,,Higgins,,1,,Louisville,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,PERSON,,,,
,,,,GPEGPE,1,,1,,,,,1,,VERB,3,,,,,,,,,,,,1,,1,,,,1,,,,,,,pobj,,,,7,,,,,,,,,,,,pobj,,3,,,,GPE,,,1,1534,,,,,,,,,,,,1,,,,,,NON,,,,,,,,1,,1,,,,Danville,,1,,Louisville,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,VERB,3,,,,,,,,,1,1,,1,,1,,,,1,,,,,,,pobj,,,,7,,,,,,,,,,,,pobj,,3,,1,,GPE,,,1,1534,,,,,,,,,,,,1,,,,,,NON,,,1,,,,,1,,1,,,,Louisville,,,,Danville,,,,,,1,"Lancaster , a farming town of 3 , 400 , claims Higgins as a native son although he was born a county away in Danville , which had the nearest hospital , and grew up mainly in Louisville.",,GPE,,,,
,,,,DATEORG,,,,,,,,,1,VERB,4,,,,,,,,,,,,,,1,,,1,1,,,,,,,npadvmod,,,,9,1,,,,,,,,,,,pobj,,4,1,,1,ORG,,,,1557,,,,,,,,1,,,,,,1,,,,NON,,1,,,,,,1,,,,,1,each day,,,,the American Diabetes Association,,,,,2,2,"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",,DATE,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,4,,,,,,,,,,,,pobj,,0,,,1,ORG,,,,1557,,,,,,,,,,,,,,,,,,WRK,,,,,,,,1,,,,,1,Richard Kahn,,,,the American Diabetes Association,,,,,,1,"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,5,,,,,,,,,,,,,,2,,,,2,,,,,,,nsubj,,,,6,,,,,,,,,,,,pobj,,0,,,1,GPE,,,,1557,,,,,,,,,,,,,,,,,,NON,,,,,,,,2,,,,,1,Richard Kahn,,,,Alexandria,,,,,,2,"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,7,,,,,,,,,,,,,,3,1,,,2,,,,,1,,nsubj,,,,8,,,,,,,,,,,,pobj,,0,,,1,GPE,,,,1557,,,,,,,,,,,,,,,,,,NON,,,,,,,,2,,,,,1,Richard Kahn,,,,Va.,,,,,,3,"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",,PERSON,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,pobj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1557,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,the American Diabetes Association,,,,Alexandria,,,,,,1,"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,4,,,,,,,,,,,,,,2,1,,,1,,,,,1,,pobj,,,,5,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1557,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,the American Diabetes Association,,,,Va.,,,,,,2,"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",,ORG,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,1,,,,,,,,1,,pobj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1557,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Alexandria,,,,Va.,,,,,,1,"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",,GPE,,,,
,,,,GPEGPE,,,,1,,,,,,PROPN,0,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,3,,,,,1,,,,,,,pobj,,2,,,,GPE,,,1,1557,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Va.,,,,Alexandria,,,,,,,"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",,GPE,,,,
,,,,PERSONORG,,,,,,,,,,VERB,2,,,,,,,,,,,,,,,,,1,,,,1,,,,nsubj,,,,4,,,,,,,,,,,,nsubj,,1,,,,ORG,,,1,1558,,,,,1,,,,,,,,,,,,,WRK,,,,,,,1,,,,,,,Robin Woods,,,,The Environmental Protection Agency,,,,,,1,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,PERSON,,,,
,,,,ORGGPE,,,,,,,,,,VERB,6,,,,1,,,,,,,,,,2,,,1,2,,,,,,,nsubj,,,,9,1,,,,,,,,,,,pobj,,2,,,2,GPE,,,1,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,1,2,,,,,1,The Environmental Protection Agency,,,,Washington,,,,,,2,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,compound,,,,,,GPE,,,,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,The Environmental Protection Agency,,,,D.C.,,,,,,,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,ORG,,,,
,,,,PERSONORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,nsubj,,,,,,ORG,,,,1558,,,,,,,,,,,,,,,,,,WRK,,,,,,,,,,,,,,Woods,,,,The Environmental Protection Agency,,,,,,,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,5,,,,,,,,,,,,,,2,,,,2,,,,,,,nsubj,,,,6,,,,,,,,,,,,pobj,,0,,,2,GPE,,,,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,,2,,,,,1,Robin Woods,,,,Washington,,,,,,1,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,compound,,,,,,GPE,,,,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Robin Woods,,,,D.C.,,,,,,,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,nsubj,,,,,,PERSON,,,,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Robin Woods,,,,Woods,,,,,,,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,nsubj,,,,,,PERSON,,,,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Woods,,,,Robin Woods,,,,,,,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,compound,,,,,,GPE,,,,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Washington,,,,D.C.,,,,,,,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compound,,,,,,,,,,,,,,,,pobj,,,,,,GPE,,,,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,D.C.,,,,Washington,,,,,,,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,pobj,,,,,,GPE,,,,1558,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Woods,,,,Washington,,,,,,,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,3,,,,,,,,,,,,,,,,,1,,,,1,,,,nsubj,,,,5,,,,,,1,,,,,,compound,,1,,,,GPE,,,1,1558,,,,,,,,,1,,,,,,,,,NON,,,,,,,1,,,,,,,Woods,,,,D.C.,,,1,,,1,"The Environmental Protection Agency is working on a brochure advising diabetics of the best way to dispose of needles , said Robin Woods , a spokeswoman for the agency in Washington , D.C. It will suggest that diabetics place ` ` sharps ' ' _ the needle end of a syringe _ in a hard plastic or metal container like a coffee can before throwing it in the trash , Woods said.",,PERSON,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1564,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,The Becton Dickinson Co.,,,,Franklin Lakes,,,,,,1,"The Becton Dickinson Co. of Franklin Lakes , N.J. , donates the needle containers , worth about $2 each.",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,4,,,,,,,,,,,,appos,,0,,,,GPE,,,,1564,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,1,The Becton Dickinson Co.,,,,N.J.,,,,,,2,"The Becton Dickinson Co. of Franklin Lakes , N.J. , donates the needle containers , worth about $2 each.",,ORG,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,2,,,,,,,,,,,,appos,,0,,,,GPE,,,,1564,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,Franklin Lakes,,,,N.J.,,,,,,1,"The Becton Dickinson Co. of Franklin Lakes , N.J. , donates the needle containers , worth about $2 each.",,GPE,,,,
,,,,GPEGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,1564,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,N.J.,,,,Franklin Lakes,,,,,,,"The Becton Dickinson Co. of Franklin Lakes , N.J. , donates the needle containers , worth about $2 each.",,GPE,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1567,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Waste Disposal Co.,,,,Randolph,,,,,,1,"Waste Disposal Co. of Randolph is preparing to offer a home needle pickup service , said Debra Bornstein , a company official.",,ORG,,,,
,,,,PERSONORG,,,,,,,,,,VERB,2,,,,,,,,,,,,,,,,,1,,,,1,,,,nsubj,,,,4,,,,,,,,,,,,nsubj,,1,,,,ORG,,,1,1567,,,,,1,,,,,,,,,,,,,WRK,,,,,,,1,,,,,,,Debra Bornstein,,,,Waste Disposal Co.,,,,,,1,"Waste Disposal Co. of Randolph is preparing to offer a home needle pickup service , said Debra Bornstein , a company official.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,4,,,,,,,,,,,,,,1,,,1,1,,,1,,,,nsubj,,,,6,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,1567,,,,,1,,,,,,,,,,,,,NON,,,,,,,1,1,,,,,,Debra Bornstein,,,,Randolph,,,,,,2,"Waste Disposal Co. of Randolph is preparing to offer a home needle pickup service , said Debra Bornstein , a company official.",,PERSON,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,,,2,,,,,,,,,,,,amod,,0,,,,GPE,,,,1571,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,1,,AP,,,,NEW ORLEANS,,,,,,1,NEW ORLEANS -LRB- AP -RRB-,,ORG,,,,
,,,,ORGORG,,,,,,,,,,VERB,2,,,,,,,,,,,,1,,1,,,,1,,,,,,,pobj,,,,5,,,,,,,,,,,1,pobj,,2,,,,ORG,,,1,1575,,,,,,,,,,,,1,,,,,,NON,,,,,,,,1,,,,,,Chevron,,,,Avis Bourg Co.,,,,,,1,"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.",,ORG,,,,
,,,,ORGORG,,,,,,,,,,VERB,2,,,,,,,,,,,,1,,1,,,,,,,,,,,pobj,,,,5,,,,,,,,,,,,pobj,,2,,,,ORG,,,1,1575,,,,,,,,,,,,1,,,,,,NON,,,,,,,,1,,1,,,,Avis Bourg Co.,,,,Chevron,,,,,,1,"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.",,ORG,,1,,
,,,,ORGGPE,,,,,,,,,,VERB,4,,,,,,,,,,,,1,,2,,,,2,,,,,,,pobj,,,,7,,,,,,,,,,,1,pobj,,2,,,,GPE,,,1,1575,,,,,,,,,,,,1,,,,,,NON,,,,,,,,2,,,,,,Chevron,,,,Folsom,,,,,,2,"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.",,ORG,,,,
,,,,ORGORG,,,,,,,,,1,VERB,2,,,,,,,,,,1,,1,1,,,,1,,,,,,,,pobj,,,,8,1,,,,,,,,,,1,compound,,5,,,1,ORG,,,1,1575,,,,,,,,,1,,,1,1,,,,,NON,,,,,,,1,,,,,,,Chevron,,,,Coast Guard,,,,,,1,"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.",,ORG,,,,
,,,,ORGORG,,,,,,,,,1,VERB,5,,,,,,,,,,,,,,1,,,1,,,,1,,,,compound,,,,8,,,,,,,,,,,,pobj,,2,,,1,ORG,,,1,1575,,,1,,,,,,,,,,,,,,,NON,,,,,,,1,1,,,,,,Coast Guard,,1,,Chevron,,,,1,,1,"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.",1,ORG,,1,,
,,,,ORGGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,pobj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1575,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Avis Bourg Co.,,,,Folsom,,,,,,1,"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.",,ORG,,,,
,,,,ORGORG,,,,,,,,,1,VERB,2,,,,,,,,,,1,,1,1,,,,1,,,,,,,,pobj,,,,8,1,,,,,,,,,,,compound,,5,,,1,ORG,,,1,1575,,,,,,,,,1,,,1,1,,,,,NON,,,,,,,1,,,1,,,,Avis Bourg Co.,,,,Coast Guard,,,,,,1,"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.",,ORG,,,,
