dep-left-xcomp-deps,dep-right-vbp-tags,dep-left-md-tags,dep-right-jjs-tags,dep-left-conj-deps,ent2,dep-right-vb-tags,dep-left-vb-tags,dep-left-dep-deps,dep-left-relcl-deps,dep-left-cd-tags,ent1-type,dep-left-det-deps,dep-right-vbz-tags,dep-left-vbd-tags,dep-left-parataxis-deps,label,dep-right-punct-deps,dep-left-npadvmod-deps,dep-left-compound-deps,dep-right-agent-deps,dep-right-intj-deps,dep-left-pobj-deps,dep-dist,head-tag,dep-left-dist,dep-left-vbg-tags,ent1-dep,dep-right-rb-tags,dep-left-nsubjpass-deps,dep-left-``-tags,dep-right-appos-deps,dep-right-npadvmod-deps,dep-right-oprd-deps,dep-right-xcomp-deps,dep-right-nns-tags,dep-right-''-tags,dep-right-vbg-tags,dep-right-nmod-deps,dep-right-nnp-tags,dep-left-dt-tags,dep-right-det-deps,dep-left-acl-deps,dep-right-prep-deps,dep-right-conj-deps,dep-left-vbn-tags,dep-right-nsubjpass-deps,dep-right-poss-deps,dep-right-advmod-deps,dep-right-advcl-deps,dep-left-jjs-tags,dep-left-poss-deps,dep-left-nnps-tags,dep-left-pcomp-deps,dep-right-md-tags,dep-left-nnp-tags,dep-right-cd-tags,dep-right-dt-tags,sent,dep-right-in-tags,dep-left-attr-deps,dep-left-advcl-deps,dep-left-jj-tags,dep-left-amod-deps,dep-left-nsubj-deps,dep-right-acomp-deps,ent2-type,dep-left-:-tags,dep-right-ccomp-deps,dep-right-dep-deps,dep-left-vbz-tags,dep-left-prp-tags,dep-right-attr-deps,dep-right-jj-tags,dep-right-nn-tags,dep-right-vbd-tags,dep-left-dative-deps,concatenated-types,dep-left-csubj-deps,dep-left-rb-tags,dep-left-acomp-deps,"dep-left-,-tags",dep-right-dobj-deps,dep-left-dobj-deps,dep-left-intj-deps,dep-left-appos-deps,dep-right-nummod-deps,dep-right-relcl-deps,dep-right-nnps-tags,dep-right-pobj-deps,dep-left-ccomp-deps,dep-left-vbp-tags,ent1,dep-left-in-tags,"dep-right-,-tags",dep-left-jjr-tags,dep-left-prep-deps,dep-right-vbn-tags,dep-right-:-tags,dep-right-parataxis-deps,ent2-dep,dep-left-agent-deps,dep-right-dist,dep-right-csubj-deps,dep-right-``-tags,dep-right-nsubj-deps,dep-left-oprd-deps,dep-left-advmod-deps,dep-right-pcomp-deps,dep-left-nmod-deps,id,dep-left-nn-tags,dep-left-nns-tags,dep-right-compound-deps,dep-right-acl-deps,dep-left-punct-deps 
,,,,,Cameron Parish -LRB- county,,,,,,PERSON,,,,,NON,,,,,,,2,PROPN,1,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In southwest Louisiana 's Cameron Parish -LRB- county -RRB- , civil defense director Hayes Picou about 8 , 500 of the low-lying parish 's 10 , 000 residents had evacuated the southern coast , most to stay with friends or relatives.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Hayes Picou,,,,,,,,nmod,,0,,,,,,,1,1434,1,,,,
,,,,,the southern coast,,,,,,PERSON,,,,,NON,,,,,,,5,VERB,1,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,"In southwest Louisiana 's Cameron Parish -LRB- county -RRB- , civil defense director Hayes Picou about 8 , 500 of the low-lying parish 's 10 , 000 residents had evacuated the southern coast , most to stay with friends or relatives.",1,,,,,,,LOC,,,,,,,,,,,PERSONLOC,,,,,,1,,,,,,1,,,Hayes Picou,,,,,,,,dobj,,3,,,1,,,,,1434,1,,,,
,,,,,National Weather Service,,,,,,WORK_OF_ART,,1,,,NON,1,,1,,,,6,VERB,3,,punct,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"` ` The old bugaboo is where this baby is going to hit , ' ' said John Jamison , a National Weather Service meteorologist in Galveston.",,,,,,1,,ORG,,1,,,,,,,,,WORK_OF_ARTORG,,,,,,,,1,,,,,,,` The old bugaboo,,,,,,,,compound,,2,,1,,,,,,1450,1,,,,
,,,,,National Weather Service,,,,,,PERSON,,,,,WRK,,,1,,,,3,PROPN,2,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"` ` The old bugaboo is where this baby is going to hit , ' ' said John Jamison , a National Weather Service meteorologist in Galveston.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,1,,,,,,,John Jamison,,,,,,,,compound,,0,,,,,,,,1450,1,,,,
,,,,,Galveston,,,,,,PERSON,,,,,NON,,,,,,1,4,PROPN,3,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"` ` The old bugaboo is where this baby is going to hit , ' ' said John Jamison , a National Weather Service meteorologist in Galveston.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,1,,,,,,,John Jamison,1,,,1,,,,pobj,,0,,,,,,,,1450,1,,,,
,,,,,Galveston,,,,,,ORG,,,,,NON,,,,,,1,4,NOUN,2,,compound,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"` ` The old bugaboo is where this baby is going to hit , ' ' said John Jamison , a National Weather Service meteorologist in Galveston.",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,National Weather Service,1,,,1,,,,pobj,,1,,,,,,,,1450,,,1,,
,,,,,Quayles,,,,,,PERSON,,,,,NON,,,1,,,,3,PROPN,2,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Tucker,,,,,,,,poss,,0,,,,,,,,1483,,1,,,
,,,,,Quayles,,,,,,DATE,,,,,NON,,,1,,,,4,PROPN,2,,appos,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,15,,,,,,,,poss,,1,,,,,,,,1483,,1,,,
,,,,,Quayles,,,,,,PERSON,,,,,NON,,,1,,,,4,PROPN,2,,appos,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Benjamin,,,,,,,,poss,,1,,,,,,,,1483,,1,,,
,,,,,Quayles,,,,,,DATE,,,,,NON,,,1,,,,5,PROPN,2,,conj,,,,1,,,,,,,,1,,,,,1,,,,,,,1,1,,,,1,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,12,,,,,,,,poss,,2,,,,,,,,1483,,1,,,
,,,,,Quayles,,,,,,PERSON,,,,,NON,,,,,,,,,,,npadvmod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Corinne,,,,,,,,poss,,,,,,,,,,1483,,,,,
,,,,,the Naval Observatory,,,,,,ORG,,,,,LIV,,,,,,,,,,,poss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,FAC,,,,,,,,,,,ORGFAC,,,,,,,,,,,,,,,Quayles,,,,,,,,pobj,,,,,,,,,,1483,,,,,
,,,,,Washington,,,,,,ORG,,,,,LIV,,,,,,,,,,,poss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,Quayles,,,,,,,,pobj,,,,,,,,,,1483,,,,,
,,,,,Quayles,,,,,,DATE,,,,,NON,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,1894,,,,,,,,poss,,,,,,,,,,1483,,,,,
,,,,,Benjamin,,,,,,PERSON,,,,,NON,,,,,,,2,PROPN,1,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,1,,,,,,,Tucker,,,,,,,,appos,,0,,,,,,,,1483,,,,,
,,,,,Tucker,,,,,,PERSON,,,,,NON,,,,,,,2,PROPN,0,,appos,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Benjamin,,,,,,,,ROOT,,1,,,,,,,,1483,,,,,
,,,,,Corinne,,,,,,PERSON,,,,,NON,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Tucker,,,,,,,,npadvmod,,,,,,,,,,1483,,,,,
,,,,,Tucker,,,,,,PERSON,,,,,NON,,,,,,,,,,,npadvmod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Corinne,,,,,,,,ROOT,,,,,,,,,,1483,,,,,
,,,,,the Naval Observatory,,,,,,PERSON,,,,,LIV,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,FAC,,,,,,,,,,,PERSONFAC,,,,,,,,,,,,,,,Tucker,,,,,,,,pobj,,,,,,,,,,1483,,,,,
,,,,,Washington,,,,,,PERSON,,,,,LIV,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Tucker,,,,,,,,pobj,,,,,,,,,,1483,,,,,
,,,,,Corinne,,,,,,PERSON,,,,,NON,,,,,,,,,,,appos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Benjamin,,,,,,,,npadvmod,,,,,,,,,,1483,,,,,
,,,,,Benjamin,,,,,,PERSON,,,,,NON,,,,,,,,,,,npadvmod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Corinne,,,,,,,,appos,,,,,,,,,,1483,,,,,
,,,,,the Naval Observatory,,,,,,PERSON,,,,,LIV,,,,,,,,,,,appos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,FAC,,,,,,,,,,,PERSONFAC,,,,,,,,,,,,,,,Benjamin,,,,,,,,pobj,,,,,,,,,,1483,,,,,
,,,,,Washington,,,,,,PERSON,,,,,LIV,,,,,,,,,,,appos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Benjamin,,,,,,,,pobj,,,,,,,,,,1483,,,,,
,,,,,the Naval Observatory,,,,1,,PERSON,,,,,LIV,,,,,,4,11,VERB,9,,npadvmod,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,FAC,,,,1,,,,,,,PERSONFAC,,,,,,,,,,,,,,,Corinne,4,,,4,,,,pobj,,1,,,,,,,,1483,2,1,,,
,,,,,Washington,,,,1,,PERSON,,,,,LIV,,,,,,5,13,VERB,11,,npadvmod,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,,,,,,,GPE,,,,1,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Corinne,5,,,5,,,,pobj,,1,,,,,,,,1483,2,1,,,
,,,,,Epps Aviation,,,,,,PERSON,,,,,WRK,,,,,,1,4,PROPN,3,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,1,,,,,,,Epps,1,,,1,,,,pobj,,0,,,,,,,,1496,1,,,,
,,,,,DeKalb Peachtree Airport,,,,,,PERSON,,,,,NON,,,,,,2,6,PROPN,5,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",,,,,,,,FAC,,,,,,,,,,,PERSONFAC,,,,,,,,1,,,,,,,Epps,2,,,2,,,,pobj,,0,,,,,,,,1496,1,,,,
,,,,,DeKalb Peachtree Airport,,,,,,ORG,,,,,NON,,,,,,1,3,PROPN,2,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",,,,,,,,FAC,,,,,,,,,,,ORGFAC,,,,,,,,,,,,,,,Epps Aviation,1,,,1,,,,pobj,,0,,,,,,,,1496,,,,,
,,,,,Epps Aviation,,,,,,DATE,,,,,NON,,,,,,,6,PROPN,0,,pobj,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",2,,,,,,,ORG,,,,,,,,,1,,DATEORG,,,,,,,,,,1,,2,,,Monday,,,,,,,,pobj,,5,,,,,,,,1496,,,,,
,,,,,Atlanta,,,,,,PERSON,,,,,LIV,,,1,,,,3,PROPN,2,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"` ` We were there six days unsupported , ' ' said society co-leader Richard Taylor , an Atlanta architect.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,1,,,,,,,Richard Taylor,,,,,,,,compound,,0,,,,,,,,1500,1,,,,
,,,,,Atlanta,,,,,,PERSON,,,,,LIV,,,2,,,,3,PROPN,2,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"` ` We 'd play hearts for hours at a time , ' ' said Atlanta businessman Neil Estes.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Neil Estes,,,,,,,,compound,,0,,,,,,,,1501,1,,,,
,,,,,Norman Vaughan,,,,,,PERSON,,,,,NON,,,,,,,3,VERB,1,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,1,,,,,,,,,Epps,,,,,,,,dobj,,1,,,1,,,,,1505,,,,,
,,,,,Epps,,,,,,PERSON,,,,,NON,,,,,,,3,VERB,1,,dobj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,,,,,1,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,1,,,,,,,,,,Norman Vaughan,,,,,,,,nsubj,,1,,,,,,,,1505,,,,,
,,,,,Trapper Creek,,,,,,PERSON,,,,,NON,,,,,,1,5,VERB,3,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,1,,,,,,,,,Epps,1,,,1,,,,pobj,,1,,,1,,,,,1505,,,,,
,,,,,Alaska,,,,,,PERSON,,,,,NON,,1,,,,1,6,VERB,4,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,1,,,,,,,,,Epps,1,,,1,,,,npadvmod,,1,,,1,,,,,1505,,,,,
,,,,,Trapper Creek,,,,,,PERSON,,,,,LIV,,,,,,1,3,PROPN,2,,dobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Norman Vaughan,1,,,1,,,,pobj,,0,,,,,,,,1505,,,,,
,,,,,Alaska,,,,,,PERSON,,,,,LIV,,1,,,,1,4,PROPN,3,,dobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Norman Vaughan,1,,,1,,,,npadvmod,,0,,,,,,,,1505,,,,,
,,,,,Alaska,,,,,,GPE,,,,,NON,,1,,,,,2,PROPN,1,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Trapper Creek,,,,,,,,npadvmod,,0,,,,,,,,1505,,,,,
,,,,,Trapper Creek,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,0,,npadvmod,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Alaska,,,,,,,,pobj,,1,,,,,,,,1505,,,,,
,1,,,,Israeli,2,,,,,GPE,,,,,NON,,,,,,1,8,AUX,3,,nsubj,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,,,1,1,,,NORP,,2,,,,,,,,,GPENORP,,,,,,,,,,,,,,,the United States,1,,,1,,,,amod,,4,,,1,,,,,1523,1,,,,
,,,,,Israeli,,,,,,PERSON,,,,,NON,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,,,,,,,NORP,,,,,,,,,,,PERSONNORP,,,,,,,,,,,,,,,Say,,,,,,,,amod,,,,,,,,,,1523,,,,,
,,,,,Israeli,,,,,,GPE,,,,,NON,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,,,,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,Cadiz,,,,,,,,amod,,,,,,,,,,1523,,,,,
,,,,,Israeli,,,,,,GPE,,,,,NON,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,,,,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,Kentucky,,,,,,,,amod,,,,,,,,,,1523,,,,,
,,,,,the United States,,,,,,PERSON,,,,,NON,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Say,,,,,,,,nsubj,,,,,,,,,,1523,,,,,
,,,,,Cadiz,,,,,,GPE,,,,,NON,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,the United States,,,,,,,,pobj,,,,,,,,,,1523,,,,,
,,,,,the United States,,,,,,GPE,,,,,NON,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Cadiz,,,,,,,,nsubj,,,,,,,,,,1523,,,,,
,,,,,Kentucky,,,,,,GPE,,,,,NON,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,the United States,,,,,,,,pobj,,,,,,,,,,1523,,,,,
